,ACTIVITY DESC,lon,lat
8423,SPECIAL TRADE CONTRACTORS,-117.21991,33.201035
8424,"PESTICIDE, FERTILIZER & OTH AG CHEMICAL MFG",-117.25244,32.77727
8425,CHARTER BUS INDUSTRY,-117.02974,32.544727
8426,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.22553,32.870144
8427,WAREHOUSE CLUBS & SUPERSTORES,-117.22418,32.819675
8428,MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.22527,32.820667
8429,MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.07548,32.987705
8430,MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.1142,32.712364
8431,WAREHOUSE CLUBS & SUPERSTORES,-117.15548,32.817123
8432,GLASS & GLAZING CONTRACTORS,-117.17806,32.832832
8433,ALL OTHER PERSONAL SERVICES,-117.13205,32.943756
8434,GRAPHIC DESIGN SERVICES,-117.15629,32.71469
8435,VETERINARY SERVICES,-117.20693,32.86915
8436,FULL-SERVICE RESTAURANTS,-117.20694,32.869236
8437,FOOD SERVICES & DRINKING PLACES,-117.2293,32.74031
8438,FULL-SERVICE RESTAURANTS,-117.14326,32.71154
8439,LIMITED-SERVICE RESTAURANTS,-117.038925,32.804317
8440,LIMITED-SERVICE RESTAURANTS,-117.09267,32.584316
8441,LIMITED-SERVICE RESTAURANTS,-117.10161,32.823223
8442,LIMITED-SERVICE RESTAURANTS,-117.10092,32.745655
8443,FULL-SERVICE RESTAURANTS,-117.14763,32.91262
8444,FOOD SERVICES & DRINKING PLACES,-117.183624,32.82244
8445,FLORISTS,-117.129585,32.72879
8446,CLOTHING & CLOTHING ACCESSORIES STORES,-117.03862,32.5454
8447,LIMITED-SERVICE RESTAURANTS,-117.13256,32.706387
8448,AUTOMOTIVE MECHANICAL & ELECTRICAL R&M,-117.131,32.705368
8449,BREWERIES,-117.15458,32.834743
8450,BUSINESS TAX EXEMPT,-117.1593,32.776794
8451,OTHER INDIVIDUAL & FAMILY SERVICES,-117.061844,32.778454
8452,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.14048,32.714767
8453,INDIVIDUAL & FAMILY SERVICES,-117.195366,32.89089
8454,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.169624,32.731194
8455,OFFICES OF LAWYERS,-117.18431,32.742462
8456,ALL OTHER SPECIAL TRADE CONTRACTORS,-116.96442,32.831066
8457,TAXI SERVICE,-117.168495,32.90964
8458,NONSTORE RETAILERS,-117.147255,32.95704
8459,"BEER, WINE & LIQUOR STORES",-117.10196,32.823273
8460,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.091415,32.756172
8461,AUTOMOTIVE GLASS REPLACEMENT SHOPS,-117.064514,32.713165
8462,PROFESSIONAL & COMMERCIAL EQUIP & SUPP WHSLE,-117.145966,32.82961
8463,OTHER BUSINESS SERVICES,-117.09667,32.902756
8464,ALL OTHER SUPPORT SERVICES,-117.14673,32.890026
8465,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.112785,32.960846
8466,CONSULTING SERVICES,-117.60341,33.453358
8467,"BEER, WINE & LIQUOR STORES",-117.20354,32.854595
8468,"PLUMBING, HEATING & AC CONTRACTOR",-117.15177,32.89089
8469,OTHER MISCELLANEOUS STORE RETAILERS,-116.98817,32.831806
8470,OFFICES OF OTHER HEALTH PRACTITIONERS,-117.12986,32.73075
8471,OTHER PERSONAL SERVICES,-117.186195,32.6894
8472,BEAUTY SALONS,-118.12071,33.89549
8473,"HAIR, NAIL & SKIN CARE SERVICES",-117.1699,32.737328
8474,SERVICES TO BUILDINGS & DWELLINGS,-117.19685,33.16882
8475,FOOD SERVICES & DRINKING PLACES,-117.07795,33.018997
8476,HOTELS (EXC CASINO HOTELS) & MOTELS,-117.167046,32.760593
8477,OTHER PERSONAL SERVICES,-117.872345,33.615566
8478,GENERAL MERCHANDISE STORES,-117.19729,32.753815
8479,JANITORIAL SERVICES,-117.130196,32.761593
8480,TAX PREPARATION SERVICES,-116.95785,32.64547
8481,GENERAL AUTOMOTIVE REPAIR,-117.23078,32.824303
8482,JANITORIAL SERVICES,-117.11872,32.573563
8483,RETAIL SALES VIA INTERNET/WEBSITES,-117.13344,33.013805
8484,ALL OTHER GENERAL MERCHANDISE STORES,-117.21971,32.90342
8485,OTHER CONCRETE PRODUCT MFG,-117.124954,32.764507
8486,GENERAL MERCHANDISE STORES,-117.20368,32.769814
8487,JANITORIAL SERVICES,-117.211296,32.81645
8488,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.08689,32.97052
8489,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.09321,32.81627
8490,FULL-SERVICE RESTAURANTS,-117.11101,33.019848
8491,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.07663,32.786995
8492,TELECOMMUNICATIONS,-117.08358,32.721436
8493,TELECOMMUNICATIONS,-117.084915,32.72017
8494,TELECOMMUNICATIONS,-117.17253,32.842587
8495,TELECOMMUNICATIONS,-117.084915,32.71977
8496,BROADCASTING & TELECOMMUNICATIONS,-117.15361,32.74894
8497,BROADCASTING & TELECOMMUNICATIONS,-117.20733,32.87343
8498,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.19495,32.755722
8499,RESIDENTIAL BUILDING CONSTRUCTION,-117.23298,33.137127
8500,ADVERTISING & RELATED SERVICES,-117.17253,32.842587
8501,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,-117.14413,32.822414
8502,USED MERCHANDISE STORES,-117.21221,32.804176
8503,"WHOLESALE TRADE, NONDURABLE GOODS",-117.15544,32.888397
8504,CONFECTIONERY WHSLE,-117.222115,33.148556
8505,OTHER SPECIALIZED DESIGN SERVICES,-117.12629,32.94874
8506,PET & PET SUPPLIES STORES,-117.11151,32.904453
8507,GENERAL RENTAL CENTERS,-117.142555,32.76022
8508,TAXI SERVICE,-117.02414,32.8026
8509,OTHER APPAREL ACCESSORIES & OTHER APPAREL MFG,-117.2266,32.735474
8510,DOCUMENT PREPARATION SERVICES,-117.08431,32.772823
8511,OTHER CHEMICAL PRODUCT & PREPARATION MFG,-117.14521,32.69674
8512,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.046005,32.950947
8513,ENGINEERING SERVICES,-117.10083,33.017
8514,POOL CLEANING & MAINTENANCE,-117.21402,32.823784
8515,BUILDING MATERIAL & SUPPLIES DEALERS,-117.16767,32.88149
8516,CONSTRUCTION,-117.040665,32.74351
8517,LANDSCAPING SERVICES,-117.158615,32.79997
8518,FOOD SERVICES & DRINKING PLACES,-117.20547,32.729343
8519,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.281586,33.046833
8520,INTERIOR DESIGN SERVICES,-117.187965,32.754253
8521,ALL OTHER SCHOOLS & INSTRUCTION,-117.18612,32.801277
8522,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.0537,32.81489
8523,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.11003,32.91441
8524,OTHER ELECTRONIC & PRECISION EQUIPMENT R&M,-117.13563,32.93178
8525,EXAM PREPARATION & TUTORING,-117.19339,32.795773
8526,GRAPHIC DESIGN SERVICES,-117.24094,32.748524
8527,BEAUTY SHOPS - BOOTH RENTAL,-117.203476,32.789394
8528,OTHER COMPUTER RELATED SERVICES,-117.05456,32.80922
8529,FULL-SERVICE RESTAURANTS,-117.144394,32.912704
8530,CATERERS,-117.20693,32.86915
8531,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.12392,32.744957
8532,BEER/WINE/DISTILLED ALCOHOLIC BEVERAGE WHSLE,-117.16468,32.885612
8533,LIMITED-SERVICE EATING PLACES,-117.20864,32.873875
8534,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.122314,32.893795
8535,BEAUTY SALONS,-117.146255,32.759567
8536,ALL OTHER SPECIAL TRADE CONTRACTORS,-116.98928,32.831734
8537,EDUCATIONAL SUPPORT SERVICES,-117.08592,32.749557
8538,ALL OTHER MISC MFG,-117.11302,32.729446
8539,LEGAL SERVICES,-117.251175,32.746716
8540,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.24066,32.948536
8541,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.25426,32.789536
8542,LEGAL SERVICES,-117.139145,32.80972
8543,MARKETING CONSULTING SERVICES,-117.2295,32.918144
8544,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.16863,32.810726
8545,LEGAL SERVICES,-117.25124,32.805447
8546,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.17536,32.79675
8547,OFFICES OF PHYSICIANS,-117.152405,32.832745
8548,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.15668,32.77089
8549,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-118.67727,34.263454
8550,SERVICES TO BUILDINGS & DWELLINGS,-117.02594,32.79026
8551,CONSULTING SERVICES,-117.254845,32.732025
8552,"PLUMBING, HEATING & AC CONTRACTOR",-117.443726,33.955532
8553,OTHER HOME FURNISHINGS STORES,-117.16766,32.881203
8554,OTHER CREDIT INTERMEDIATION ACTIVITIES,-117.11837,32.729034
8555,ALL OTHER MISCELLANEOUS STORE RETAILERS,-117.04392,32.806625
8556,RESIDENTIAL BUILDING CONSTRUCTION,-117.190346,32.823364
8557,"PLUMBING, HEATING & AC CONTRACTOR",-117.99984,33.696842
8558,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.1214,32.89737
8559,NONSTORE RETAILERS,-117.095024,32.829315
8560,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.15655,32.834724
8561,NONFERROUS (EXC ALUM) PRODUCTION & PROCESSING,-118.0556,34.04915
8562,ALL OTH MISC AMBULATORY HEALTH CARE SERVICES,-117.15258,32.800247
8563,AUTOMOTIVE R&M,-117.0975,32.700478
8564,CIVIC & SOCIAL ORGANIZATIONS,-117.14248,32.71491
8565,OFFICES OF DENTISTS,-117.08644,32.696774
8566,FULL-SERVICE RESTAURANTS,-117.13014,32.75009
8567,JANITORIAL SERVICES,-117.00128,32.79144
8568,CLOTHING ACCESSORIES STORES,-117.15664,32.704372
8569,ELECTRIC APPLIANCE/TV/RADIO SET WHSLE,-116.956474,32.553253
8570,REAL ESTATE PROPERTY MANAGERS,-117.22801,32.868324
8571,FAMILY CLOTHING STORES,-117.113434,32.74971
8572,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.06995,32.772083
8573,ALL OTHER PERSONAL SERVICES,-117.09841,32.96634
8574,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.00328,32.571045
8575,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.08395,32.781994
8576,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.12855,32.920544
8577,ALL OTHER PERSONAL SERVICES,-117.24535,32.80575
8578,ALL OTHER PERSONAL SERVICES,-117.21716,32.81524
8579,"APPAREL, PIECE GOODS & NOTIONS WHSLE",-117.18049,32.902683
8580,ON-LINE INFORMATION SERVICES,-117.17907,32.753513
8581,SWAP MEET VENDOR,-117.214676,32.754192
8582,COMMERCIAL SCREEN PRINTING,-117.07661,32.72636
8583,OTHER GENERAL MERCHANDISE STORES,-116.98391,33.24945
8584,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.241196,33.384464
8585,FOOD SERVICES & DRINKING PLACES,-117.16993,32.88522
8586,TEMPORARY HELP SERVICES,-117.211075,32.87336
8587,MEDICAL & DIAGNOSTIC LABORATORIES,-117.182625,32.92004
8588,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.08541,32.67422
8589,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.10862,32.83067
8590,ALL OTHER MISCELLANEOUS STORE RETAILERS,-117.16806,32.748978
8591,EXAM PREPARATION & TUTORING,-117.21658,32.814358
8592,SPORTS & RECREATION INSTRUCTION,-117.12172,32.922085
8593,ALL OTHER PERSONAL SERVICES,-117.081276,32.792107
8594,PROMOTERS OF ENTERTAINMENT EVENTS,-117.08928,32.78589
8595,ADVERTISING AGENCIES,-117.22125,32.73924
8596,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.11811,32.79823
8597,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.07905,33.041397
8598,PHOTOGRAPHIC SERVICES,-117.21902,32.944626
8599,OTHER SPECIALIZED DESIGN SERVICES,-117.08421,32.745956
8600,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.19848,32.913353
8601,NAIL SALONS,-117.112045,32.960823
8602,JANITORIAL SERVICES,-117.05129,32.807472
8603,MARKETING CONSULTING SERVICES,-117.16496,32.91478
8604,MISCELLANEOUS STORE RETAILERS,-117.23208,32.937702
8605,OTHER SERVICES RELATED TO ADVERTISING,-117.08496,33.043633
8606,MANAGEMENT CONSULTING SERVICES,-116.92634,33.008
8607,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.15507,32.77365
8608,OFFICES OF CHIROPRACTORS,-117.14594,32.830147
8609,MARKETING CONSULTING SERVICES,-117.15619,32.825405
8610,EXAM PREPARATION & TUTORING,-117.2121,32.809692
8611,ACTIVITIES RELATED TO REAL ESTATE,-117.2485,32.75135
8612,NONSTORE RETAILERS,-116.99875,32.74391
8613,SWAP MEET VENDOR,-117.08641,32.576492
8614,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.09214,33.02856
8615,OTHER CREDIT INTERMEDIATION ACTIVITIES,-117.097534,32.83974
8616,"COSMETICS, BEAUTY SUPPLIES & PERFUME STORES",-117.20864,32.873875
8617,CREDIT INTERMEDIATION & RELATED ACTIVITIES,-117.20203,32.828903
8618,BUSINESS TAX EXEMPT,-117.07685,32.94573
8619,OTHER HOME FURNISHINGS STORES,-117.24175,32.747196
8620,FULL-SERVICE RESTAURANTS,-117.16365,32.748245
8621,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.1274,32.732414
8622,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-116.76034,32.810566
8623,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.231865,32.91971
8624,CUSTOM COMPUTER PROGRAMMING SERVICES,-117.18209,32.88714
8625,HOME HEALTH CARE SERVICES,-117.07693,32.9892
8626,OTHER PERSONAL SERVICES,-117.044556,32.719944
8627,INVESTMENT BANKING & SECURITIES DEALING,-117.22791,32.739285
8628,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.19975,32.81174
8629,FOOD (HEALTH) SUPPLEMENT STORES,-117.224045,32.90086
8630,FOOD SERVICES & DRINKING PLACES,-117.16143,32.746944
8631,ELECTRICAL CONTRACTORS,-116.700806,32.83186
8632,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.10227,32.660206
8633,ALL OTHER SPECIALTY FOOD STORES,-117.23737,32.788395
8634,CIVIC & SOCIAL ORGANIZATIONS,-117.09992,32.779926
8635,ALL OTHER PERSONAL SERVICES,-117.22716,32.943798
8636,ALL OTHER SUPPORT SERVICES,-116.9798,32.559143
8637,COMMERCIAL & INSTITUTIONAL BLDG CONSTRUCTION,-117.195915,32.900467
8638,MANAGEMENT CONSULTING SERVICES,-117.16815,32.937977
8639,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.08586,32.784348
8640,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-116.96178,33.01402
8641,SEMICONDUCTOR & OTH ELECTRONIC COMPONENT MFG,-117.15204,32.89088
8642,"RADIO, TELEVISION & OTHER ELECTRONICS STORES",-116.93743,32.555786
8643,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.188965,32.7803
8644,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.59264,34.081623
8645,SCIENTIFIC R&D SERVICES,-117.19721,32.899857
8646,MOBILE FOOD SERVICES,-117.24885,33.111156
8647,"BEER, WINE & LIQUOR STORES",-117.13938,32.761242
8648,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.084885,32.798035
8649,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.07758,32.980915
8650,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.08358,32.758457
8651,OTHER ACCOUNTING SERVICES,-117.23992,32.949574
8652,LIMITED-SERVICE RESTAURANTS,-117.08849,32.75656
8653,PROMOTERS OF ENTERTAINMENT EVENTS,-117.10415,32.701866
8654,TAXI SERVICE,-117.085045,32.569893
8655,OTHER DIRECT SELLING ESTABLISHMENTS,-117.146645,32.733086
8656,ACTIVITIES RELATED TO REAL ESTATE,-117.0903,32.790916
8657,JANITORIAL SERVICES,-117.09497,32.71191
8658,BEAUTY SALONS,-117.25307,32.801353
8659,INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION,-117.39206,34.023373
8660,ELECTRICAL CONTRACTORS,-116.50979,33.840103
8661,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.13465,32.7426
8662,ENVIRONMENT & WILDLIFE ORGANIZATIONS,-117.15015,32.892868
8663,ALL OTHER AMBULATORY HEALTH CARE SERVICES,-117.31227,33.190628
8664,JANITORIAL SERVICES,-117.029,32.790897
8665,CONSULTING SERVICES,-117.25848,32.988045
8666,ALL OTHER SUPPORT SERVICES,-117.08985,33.029552
8667,MASSAGE TECHNICIAN,-118.25396,34.08058
8668,SWAP MEET VENDOR,-117.08641,32.576492
8669,OTHER BUSINESS SERVICES,-116.95267,32.55319
8670,CONSULTING SERVICES,-117.21347,32.921787
8671,WAREHOUSING & STORAGE,-116.97932,32.555218
8672,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.09071,32.760647
8673,MORTGAGE & NONMORTGAGE BROKERS,-117.206955,32.876785
8674,CONSULTING SERVICES,-117.228226,32.719837
8675,OTHER PERSONAL CARE SERVICES,-117.10056,32.781963
8676,FITNESS & RECREATIONAL SPORTS CENTERS,-117.21891,32.894104
8677,FITNESS & RECREATIONAL SPORTS CENTERS,-117.15703,32.712597
8678,ALL OTHER PERSONAL SERVICES,-117.05966,32.56588
8679,FITNESS & RECREATIONAL SPORTS CENTERS,-117.07318,32.98756
8680,FITNESS & RECREATIONAL SPORTS CENTERS,-117.15136,32.829063
8681,BUSINESS TAX EXEMPT,-117.22418,32.819675
8682,BUSINESS TAX EXEMPT - BLIND,-117.19899,32.75632
8683,LIMITED-SERVICE RESTAURANTS,-117.203476,32.871784
8684,ELECTRICAL CONTRACTORS,-117.93554,34.11166
8685,REAL ESTATE & RENTAL & LEASING,-117.00685,32.811348
8686,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.098,32.703213
8687,PUBLIC RELATIONS AGENCIES,-117.13871,32.82642
8688,LIMITED-SERVICE EATING PLACES,-117.202286,32.894665
8689,RESIDENTIAL BUILDING CONSTRUCTION,-117.2376,32.91681
8690,GENERAL WAREHOUSING & STORAGE,-117.15951,32.88008
8691,CONSULTING SERVICES,-117.251076,32.735252
8692,ALL OTHER BUSINESS SUPPORT SERVICES,-117.145004,32.963566
8693,ALL OTHER MOTOR VEHICLE PARTS MFG,-117.00337,32.569298
8694,HARDWARE STORES,-117.21232,32.737682
8695,"PLUMBING, HEATING & AC CONTRACTOR",-116.95964,32.865173
8696,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.10556,32.909428
8697,LESSORS OF REAL ESTATE,-117.1699,32.787277
8698,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.04921,32.94261
8699,"BEER, WINE & LIQUOR STORES",-117.12497,32.917168
8700,LESSORS OF REAL ESTATE,-117.15995,32.82717
8701,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.245415,32.75126
8702,LANDSCAPING SERVICES,-117.2257,32.809097
8703,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.23568,32.785423
8704,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.13345,32.975395
8705,OFFICES OF OTHER HOLDING COMPANIES,-117.21508,32.73593
8706,MOTOR VEHICLE TOWING,-117.07881,32.69554
8707,HOTELS (EXC CASINO HOTELS) & MOTELS,-117.18307,32.759724
8708,ALL OTHER PERSONAL SERVICES,-117.13014,32.749508
8709,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.06779,32.72527
8710,BOAT DEALERS,-117.226776,32.720108
8711,COMMERCIAL EQUIPMENT (EXC AUTO & ELEC) R&M,-117.071075,32.56817
8712,"SCENIC & SIGHTSEEING TRANSPORTATION, WATER",-117.237625,32.76485
8713,OTH TRAVEL ARRANGEMENT & RESERVATION SERVICES,-117.154915,32.74744
8714,TRAVEL ARRANGEMENT & RESERVATION SERVICES,-117.232704,32.920162
8715,TAXI SERVICE,-117.0958,32.78848
8716,ALL OTHER PERSONAL SERVICES,-117.13601,32.80356
8717,COTTAGE FOOD OPERATOR,-117.12696,32.796143
8718,POOL CLEANING & MAINTENANCE,-117.05947,32.611126
8719,EMPLOYMENT SERVICES,-117.30852,33.095974
8720,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.15904,32.70833
8721,FOOD SERVICES & DRINKING PLACES,-117.21347,32.921787
8722,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.13164,32.918625
8723,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.17563,32.79425
8724,ENGINEERING SERVICES,-117.075905,32.7254
8725,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.09363,32.707027
8726,LANDSCAPING SERVICES,-117.172844,32.79244
8727,LANDSCAPING SERVICES,-117.06035,32.768566
8728,CONSULTING SERVICES,-117.11075,32.714943
8729,TRANSPORTATION,-117.09939,32.5838
8730,OTHER PERSONAL SERVICES,-117.118706,32.92179
8731,OTHER HEALTH & PERSONAL CARE STORES,-117.21285,32.87508
8732,PERSONAL CARE SERVICES,-117.247765,32.981033
8733,LUMBER & OTHER CONSTRUCTION MATERIALS WHSLE,-117.22232,32.900288
8734,DIRECT SELLING ESTABLISHMENTS,-117.21639,32.944412
8735,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.10991,33.03044
8736,CREDIT INTERMEDIATION & RELATED ACTIVITIES,-117.08143,32.781372
8737,JEWELRY STORES,-117.13091,32.721302
8738,ANIMAL PRODUCTION SUPPORT ACTIVITIES,-117.01723,32.950165
8739,RETAIL SALES VIA INTERNET/WEBSITES,-117.22152,32.803925
8740,GLASS & GLAZING CONTRACTORS,-117.13023,32.72091
8741,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.07147,32.638134
8742,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.21373,32.802654
8743,ALL OTHER MISCELLANEOUS MFG,-117.1636,32.77411
8744,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.14562,32.74643
8745,JANITORIAL SERVICES,-117.09008,32.754307
8746,POOL CLEANING & MAINTENANCE,-117.22649,32.865463
8747,BEAUTY SHOPS - BOOTH RENTAL,-117.12735,32.748463
8748,FULL-SERVICE RESTAURANTS,-117.079445,32.748104
8749,OTHER PERSONAL SERVICES,-117.03406,32.79671
8750,BEAUTY SHOPS - BOOTH RENTAL,-117.1974,32.75603
8751,NONSTORE RETAILERS,-117.24971,32.74733
8752,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.21407,32.84906
8753,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.06567,32.924057
8754,"WHOLESALE TRADE, DURABLE GOODS",-117.064545,32.906124
8755,OTHER SPECIAL TRADE CONTRACTORS,-117.090645,32.822643
8756,OTHER PERSONAL SERVICES,-117.21388,32.80289
8757,OTHER COMPUTER RELATED SERVICES,-117.095505,32.95904
8758,PERSONAL CARE SERVICES,-117.14282,32.89448
8759,ALL OTHER SUPPORT SERVICES,-117.161026,32.717804
8760,ALL OTHER SUPPORT SERVICES,-117.161026,32.717804
8761,ALL OTHER SUPPORT SERVICES,-117.161026,32.717804
8762,ALL OTHER SUPPORT SERVICES,-117.161026,32.717804
8763,ALL OTHER BUSINESS SUPPORT SERVICES,-117.161026,32.717804
8764,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.09728,32.936886
8765,ELECTRICAL CONTRACTORS,-118.07593,33.936745
8766,OTHER CREDIT INTERMEDIATION ACTIVITIES,-117.225464,32.868355
8767,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.08819,32.913036
8768,PROFESSIONAL & COMMERCIAL EQUIP & SUPP WHSLE,-116.92965,32.554295
8769,COMMERCIAL EQUIPMENT (EXC AUTO & ELEC) R&M,-121.5175,38.616314
8770,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.09009,33.00653
8771,"PLUMBING, HEATING & AC CONTRACTOR",-117.08273,33.473637
8772,GRAPHIC DESIGN SERVICES,-117.12896,32.760635
8773,CARPET & UPHOLSTERY CLEANING SERVICES,-117.05178,32.675457
8774,"PLUMBING, HEATING & AC CONTRACTOR",-117.13521,32.807957
8775,OTHER MANAGEMENT CONSULTING SERVICES,-117.10365,32.767
8776,OTHER BUSINESS SERVICES,-116.93592,32.55529
8777,GROCERY & RELATED PRODUCT WHSLE,-117.10163,33.017185
8778,TEMPORARY HELP SERVICES,-117.031395,32.73545
8779,ALL OTHER AUTOMOTIVE R&M,-117.08746,32.74947
8780,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.18594,32.81297
8781,AUTOMOTIVE R&M,-117.16441,32.782417
8782,REAL ESTATE & RENTAL & LEASING,-117.208046,32.74786
8783,BEAUTY SALONS,-117.15783,32.77063
8784,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.0302,32.9416
8785,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.22425,32.993095
8786,OTHER GENERAL MERCHANDISE STORES,-117.03705,32.734608
8787,HVAC & COMMERCIAL REFRIGERATION EQUIPMENT MFG,-117.09073,32.799538
8788,GASOLINE STATIONS WITH CONVENIENCE STORES,-117.09952,32.729015
8789,GASOLINE STATIONS WITH CONVENIENCE STORES,-117.12622,32.76339
8790,ALL OTHER PERSONAL SERVICES,-117.01088,32.56881
8791,USED HOUSEHOLD & OFFICE GOODS MOVING,-117.17761,32.802338
8792,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.12917,32.82229
8793,SEMICONDUCTOR & OTH ELECTRONIC COMPONENT MFG,-117.13121,32.822266
8794,OTHER ELECTRONIC COMPONENT MFG,-117.137794,32.836845
8795,CATERERS,-117.066925,32.7621
8796,COTTAGE FOOD OPERATOR,-117.081116,33.03467
8797,FULL-SERVICE RESTAURANTS,-117.247505,32.981087
8798,ALL OTHER PERSONAL SERVICES,-117.23341,32.943718
8799,ACCOMMODATION & FOOD SERVICES,-117.16019,32.731384
8800,BUSINESS TAX EXEMPT,-117.061844,32.728302
8801,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.23184,32.90396
8802,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.230156,32.9052
8803,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.085495,32.814278
8804,MANAGEMENT CONSULTING SERVICES,-117.144325,32.74265
8805,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.15004,32.76019
8806,FOOD & BEVERAGE STORES,-117.14214,32.762833
8807,GENERAL AUTOMOTIVE REPAIR,-117.0975,32.700478
8808,TAX PREPARATION SERVICES,-117.245735,32.751472
8809,LIMITED-SERVICE EATING PLACES,-117.17893,32.77145
8810,CAFETERIAS,-117.13084,32.833717
